2026-04-09 20:04:56,461 | Qustionaire | user_id=None | request_id=eb938046-b346-46e7-9a9f-97092153a34a | [INFO] | [main.py- 88] | 新用户 ggg 进行注册
2026-04-09 20:13:48,668 | Qustionaire | user_id=111 | request_id=d291d700-1410-40c0-af01-88a0f9be7fcf | [INFO] | [main.py- 178] | 更新用户111页面3的时间: 4366
2026-04-09 20:13:48,695 | Qustionaire | user_id=111 | request_id=66e037e1-09b0-4d2d-a6dc-751c34394fec | [INFO] | [main.py- 178] | 更新用户111页面3的时间: 4367
2026-04-09 20:13:48,862 | Qustionaire | user_id=111 | request_id=2c960950-aa80-4d50-8ada-e1d8e805fc0f | [INFO] | [main.py- 152] | 请求用户111页面2的数据
2026-04-09 20:13:48,864 | Qustionaire | user_id=111 | request_id=2c960950-aa80-4d50-8ada-e1d8e805fc0f | [INFO] | [main.py- 154] | 页面2的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 0, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:13:54,096 | Qustionaire | user_id=111 | request_id=bad06a39-8df2-4c38-8d67-0d21e415f2be | [INFO] | [main.py- 178] | 更新用户111页面2的时间: 5154
2026-04-09 20:13:54,119 | Qustionaire | user_id=111 | request_id=3a40d75e-f2b8-4bfc-98a4-0c298f24f246 | [INFO] | [main.py- 178] | 更新用户111页面2的时间: 5155
2026-04-09 20:13:54,282 | Qustionaire | user_id=111 | request_id=18d238db-6c61-45b1-a33d-6d39c4e4f7cc | [INFO] | [main.py- 152] | 请求用户111页面1的数据
2026-04-09 20:13:54,284 | Qustionaire | user_id=111 | request_id=18d238db-6c61-45b1-a33d-6d39c4e4f7cc | [INFO] | [main.py- 154] | 页面1的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 56802, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:13:59,959 | Qustionaire | user_id=111 | request_id=80bc563c-c619-4cff-b24c-4c0ff9be95b1 | [INFO] | [main.py- 178] | 更新用户111页面1的时间: 67593
2026-04-09 20:13:59,979 | Qustionaire | user_id=111 | request_id=27b4f1bf-9c42-46e7-aecf-3cee5fc0d2b4 | [INFO] | [main.py- 178] | 更新用户111页面1的时间: 67594
2026-04-09 20:14:00,132 | Qustionaire | user_id=111 | request_id=d190ef02-c87c-4b02-8a24-22cc78694ec4 | [INFO] | [main.py- 152] | 请求用户111页面6的数据
2026-04-09 20:14:00,133 | Qustionaire | user_id=111 | request_id=d190ef02-c87c-4b02-8a24-22cc78694ec4 | [INFO] | [main.py- 154] | 页面6的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 32900, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:14:02,457 | Qustionaire | user_id=111 | request_id=b7582aaf-a306-431d-862c-e80372254429 | [INFO] | [main.py- 178] | 更新用户111页面6的时间: 40791
2026-04-09 20:14:02,480 | Qustionaire | user_id=111 | request_id=77e36994-0961-4085-8a24-555b43dd329c | [INFO] | [main.py- 178] | 更新用户111页面6的时间: 40792
2026-04-09 20:14:02,632 | Qustionaire | user_id=111 | request_id=5c719b0e-12f7-4949-bdc2-070e5c024c28 | [INFO] | [main.py- 152] | 请求用户111页面3的数据
2026-04-09 20:14:02,633 | Qustionaire | user_id=111 | request_id=5c719b0e-12f7-4949-bdc2-070e5c024c28 | [INFO] | [main.py- 154] | 页面3的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 4367, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:14:04,746 | Qustionaire | user_id=111 | request_id=cea2ed8d-649f-4305-b65f-b075b444e6eb | [INFO] | [main.py- 178] | 更新用户111页面3的时间: 6411
2026-04-09 20:14:04,764 | Qustionaire | user_id=111 | request_id=ae27bc89-e86b-413d-90cf-ef65738661cb | [INFO] | [main.py- 178] | 更新用户111页面3的时间: 6411
2026-04-09 20:14:04,895 | Qustionaire | user_id=111 | request_id=9c02becc-fb5f-4a9c-af04-bb29bbacb547 | [INFO] | [main.py- 152] | 请求用户111页面2的数据
2026-04-09 20:14:04,896 | Qustionaire | user_id=111 | request_id=9c02becc-fb5f-4a9c-af04-bb29bbacb547 | [INFO] | [main.py- 154] | 页面2的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 5155, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:14:07,378 | Qustionaire | user_id=111 | request_id=acfb2217-67f7-4e97-b316-d32e54bcdc94 | [INFO] | [main.py- 178] | 更新用户111页面2的时间: 7555
2026-04-09 20:14:07,396 | Qustionaire | user_id=111 | request_id=dca704af-9740-40a9-9bc5-15d72fae5f7f | [INFO] | [main.py- 178] | 更新用户111页面2的时间: 7556
2026-04-09 20:14:07,535 | Qustionaire | user_id=111 | request_id=71f0a21f-9a16-4c2d-a693-e26dbbedd005 | [INFO] | [main.py- 152] | 请求用户111页面5的数据
2026-04-09 20:14:07,537 | Qustionaire | user_id=111 | request_id=71f0a21f-9a16-4c2d-a693-e26dbbedd005 | [INFO] | [main.py- 154] | 页面5的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 12510, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:14:09,874 | Qustionaire | user_id=111 | request_id=40c29270-765f-4c72-b71e-0abbe9fd707d | [INFO] | [main.py- 178] | 更新用户111页面5的时间: 14769
2026-04-09 20:14:09,894 | Qustionaire | user_id=111 | request_id=a7b559fa-a8b9-4fc4-b0df-e18c6dad09c5 | [INFO] | [main.py- 178] | 更新用户111页面5的时间: 14769
2026-04-09 20:14:10,055 | Qustionaire | user_id=111 | request_id=b2a71b09-7b15-4944-9410-43c177c84fd3 | [INFO] | [main.py- 152] | 请求用户111页面6的数据
2026-04-09 20:14:10,057 | Qustionaire | user_id=111 | request_id=b2a71b09-7b15-4944-9410-43c177c84fd3 | [INFO] | [main.py- 154] | 页面6的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 40792, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:14:30,478 | Qustionaire | user_id=111 | request_id=9a538e57-77e4-45fe-a0ac-ab70341220e1 | [INFO] | [main.py- 125] | 用户 ggg 进行登录
2026-04-09 20:14:30,479 | Qustionaire | user_id=111 | request_id=9a538e57-77e4-45fe-a0ac-ab70341220e1 | [INFO] | [main.py- 135] | 用户 ggg 登录成功
2026-04-09 20:14:30,648 | Qustionaire | user_id=ggg | request_id=d925c756-bb0e-4c8d-b763-e7b3619d5383 | [INFO] | [main.py- 152] | 请求用户ggg页面1的数据
2026-04-09 20:14:30,649 | Qustionaire | user_id=ggg | request_id=d925c756-bb0e-4c8d-b763-e7b3619d5383 | [INFO] | [main.py- 154] | 页面1的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 91058, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:14:39,090 | Qustionaire | user_id=ggg | request_id=553fe081-8a66-4bfb-85ee-1f76c92271c2 | [INFO] | [main.py- 178] | 更新用户ggg页面1的时间: 103916
2026-04-09 20:14:39,111 | Qustionaire | user_id=ggg | request_id=895120ac-5d95-4adc-a037-87e14183adef | [INFO] | [main.py- 178] | 更新用户ggg页面1的时间: 103917
2026-04-09 20:14:39,255 | Qustionaire | user_id=ggg | request_id=9ae5271f-830d-4af3-be3d-9e483d274aba | [INFO] | [main.py- 152] | 请求用户ggg页面6的数据
2026-04-09 20:14:39,258 | Qustionaire | user_id=ggg | request_id=9ae5271f-830d-4af3-be3d-9e483d274aba | [INFO] | [main.py- 154] | 页面6的数据：{'src_image_name': '1.png', 'des_image_name': '1.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 7586, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:14:43,558 | Qustionaire | user_id=ggg | request_id=131b6db0-6380-4bed-87f7-9b93cb750783 | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 11817
2026-04-09 20:14:43,579 | Qustionaire | user_id=ggg | request_id=541cfed7-800c-45be-8457-d4dc777628cd | [INFO] | [main.py- 178] | 更新用户ggg页面6的时间: 11817
2026-04-09 20:14:43,743 | Qustionaire | user_id=ggg | request_id=46e552f3-4bdd-4deb-8874-894f43a63ff5 | [INFO] | [main.py- 152] | 请求用户ggg页面5的数据
2026-04-09 20:14:43,745 | Qustionaire | user_id=ggg | request_id=46e552f3-4bdd-4deb-8874-894f43a63ff5 | [INFO] | [main.py- 154] | 页面5的数据：{'src_image_name': '3.png', 'des_image_name': '3.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': True, 'confidence': '', 'during_time': 4200, 'diagnosis_result': '', 'assistant': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
2026-04-09 20:14:46,888 | Qustionaire | user_id=ggg | request_id=1fa52e4e-8d2a-4874-ad47-4151598ca202 | [INFO] | [main.py- 178] | 更新用户ggg页面5的时间: 7261
2026-04-09 20:14:46,932 | Qustionaire | user_id=ggg | request_id=d16ff6fa-9c11-417e-a643-44b8b50107b5 | [INFO] | [main.py- 178] | 更新用户ggg页面5的时间: 7261
2026-04-09 20:14:47,107 | Qustionaire | user_id=ggg | request_id=fe92c53e-c60d-4f95-a21b-c0f520c0458f | [INFO] | [main.py- 152] | 请求用户ggg页面4的数据
2026-04-09 20:14:47,108 | Qustionaire | user_id=ggg | request_id=fe92c53e-c60d-4f95-a21b-c0f520c0458f | [INFO] | [main.py- 154] | 页面4的数据：{'src_image_name': '2.png', 'des_image_name': '2.png', 'reasoning': '推理与思考', 'conclusion': '回答', 'features': {'回声强度': ['无回声', '低回声', '等回声', '高回声', '不均匀回声'], '形状规则': ['椭圆形', '圆形', '不规则形'], '纵横比例': ['小于1', '等比例', '大于1'], '边界特征': ['清晰', '模糊', '成角', '微分叶', '毛刺']}, 'selected': {'回声强度': '', '形状规则': '', '纵横比例': '', '边界特征': '', 'with_ai': False, 'confidence': '', 'during_time': 3473, 'diagnosis_result': ''}, 'ground_truth': {'回声强度': {'label': '无回声', 'description': '回声的描述'}, '形状规则': {'label': '椭圆形', 'description': '形状的描述'}, '纵横比例': {'label': '小于1', 'description': '纵横比的描述'}, '边界特征': {'label': '清晰', 'description': '边界的描述'}}}
